tenure,monthly_charges,total_charges,contract,internet_service,support_calls,payment_method,churn
59,55.66,3342.8,One year,Fiber optic,1,Credit card,0
59,48.82,2947.84,One year,Fiber optic,2,Mailed check,0
13,45.7,535.09,Two year,Fiber optic,4,Credit card,1
39,86.42,3298.6,Month-to-month,Fiber optic,2,Credit card,1
28,61.94,1701.63,Month-to-month,Fiber optic,3,Bank transfer,1
61,116.54,7171.65,Month-to-month,DSL,3,Electronic check,1
16,88.38,1393.61,Month-to-month,No,4,Mailed check,1
2,99.2,203.14,Month-to-month,DSL,2,Bank transfer,1
17,49.27,853.91,Two year,Fiber optic,1,Electronic check,0
30,27.92,846.25,Month-to-month,No,0,Bank transfer,0
13,68.78,968.87,Month-to-month,Fiber optic,0,Mailed check,1
13,51.46,632.96,Month-to-month,Fiber optic,2,Electronic check,1
43,40.21,1723.85,Month-to-month,DSL,1,Electronic check,1
21,115.26,2432.17,Month-to-month,No,1,Electronic check,1
55,64.4,3539.49,Month-to-month,DSL,1,Mailed check,1
40,37.47,1437.88,Month-to-month,Fiber optic,2,Mailed check,0
15,39.87,524.35,Month-to-month,DSL,0,Bank transfer,1
52,48.07,2425.02,Month-to-month,DSL,3,Credit card,0
53,119.93,6392.69,One year,DSL,2,Credit card,0
52,46.8,2392.64,Month-to-month,DSL,0,Credit card,0
30,52.88,1609.87,Month-to-month,No,2,Credit card,1
33,85.93,2840.12,Two year,No,2,Bank transfer,0
57,49.4,2766.84,Month-to-month,Fiber optic,3,Mailed check,0
52,41.58,2114.69,Month-to-month,DSL,0,Bank transfer,1
9,35.86,329.47,Two year,DSL,2,Electronic check,0
54,51.27,2772.37,Month-to-month,Fiber optic,5,Mailed check,1
1,30.59,55.19,One year,DSL,3,Mailed check,1
44,21.86,939.17,Two year,Fiber optic,1,Credit card,0
9,100.46,861.84,Month-to-month,DSL,4,Bank transfer,1
32,33.79,1086.76,Two year,Fiber optic,5,Credit card,1
15,97.6,1534.96,Month-to-month,No,3,Mailed check,1
12,99.75,1103.22,Month-to-month,Fiber optic,3,Credit card,1
57,73.79,4166.19,One year,No,2,Electronic check,0
8,50.97,437.27,Two year,Fiber optic,1,Mailed check,1
27,34.5,942.41,One year,Fiber optic,3,Electronic check,0
62,93.68,5838.44,Month-to-month,Fiber optic,2,Mailed check,0
12,80.14,940.18,Month-to-month,DSL,3,Credit card,0
65,85.55,5479.85,Month-to-month,No,3,Mailed check,1
42,20.87,959.98,Month-to-month,Fiber optic,0,Mailed check,1
62,112.75,7044.8,Two year,Fiber optic,1,Bank transfer,0
11,26.63,291.71,Month-to-month,Fiber optic,5,Bank transfer,1
43,56.68,2395.18,Month-to-month,DSL,3,Electronic check,1
17,60.27,1000.08,Month-to-month,No,2,Bank transfer,1
32,20.14,655.79,Month-to-month,DSL,1,Mailed check,0
40,69.71,2775.78,One year,No,1,Bank transfer,0
23,95.28,2190.74,Month-to-month,DSL,3,Credit card,1
56,102.33,5810.81,One year,DSL,2,Bank transfer,1
6,107.94,693.82,Month-to-month,Fiber optic,3,Electronic check,1
50,68.77,3380.06,Month-to-month,No,1,Mailed check,1
37,83.06,3077.2,One year,No,4,Credit card,0
64,27.95,1762.91,Month-to-month,No,1,Credit card,0
54,68.8,3730.3,Month-to-month,DSL,2,Electronic check,0
49,35.48,1735.43,One year,DSL,1,Bank transfer,0
11,56.96,774.99,Month-to-month,Fiber optic,1,Mailed check,1
49,52.93,2615.06,Month-to-month,Fiber optic,4,Electronic check,1
21,62.35,1302.73,One year,Fiber optic,1,Credit card,1
66,77.16,5184.95,Two year,Fiber optic,3,Credit card,0
63,110.29,6958.4,Month-to-month,Fiber optic,2,Credit card,1
28,59.45,1588.62,One year,Fiber optic,1,Electronic check,0
17,118.11,2001.7,Month-to-month,No,1,Credit card,1
6,95.9,606.1,Month-to-month,No,1,Mailed check,1
19,71.15,1376.04,Month-to-month,Fiber optic,1,Credit card,1
56,84.4,4776.81,Two year,Fiber optic,0,Electronic check,0
28,30.22,853.91,Month-to-month,Fiber optic,2,Electronic check,1
66,104.45,6898.0,Month-to-month,DSL,2,Credit card,1
38,78.24,2902.83,Month-to-month,DSL,2,Electronic check,0
37,118.61,4464.87,Two year,DSL,4,Bank transfer,1
68,83.64,5672.44,Month-to-month,DSL,1,Electronic check,1
49,103.41,5018.17,Month-to-month,DSL,3,Bank transfer,1
43,99.98,4430.38,Two year,No,1,Electronic check,1
36,54.55,2047.66,One year,Fiber optic,1,Electronic check,0
58,45.96,2643.35,Month-to-month,DSL,4,Electronic check,1
13,63.05,725.61,Month-to-month,Fiber optic,5,Credit card,0
52,66.72,3433.73,Two year,Fiber optic,4,Electronic check,0
58,44.01,2631.45,Two year,DSL,3,Mailed check,1
32,109.46,3511.55,Month-to-month,DSL,0,Credit card,1
60,74.25,4387.82,Month-to-month,No,4,Bank transfer,1
58,117.84,6874.18,Month-to-month,Fiber optic,1,Mailed check,1
56,101.0,5645.61,Month-to-month,Fiber optic,4,Mailed check,0
28,75.57,2083.54,One year,Fiber optic,5,Mailed check,1
1,114.7,86.06,Month-to-month,DSL,1,Mailed check,1
42,70.49,3025.79,One year,Fiber optic,2,Electronic check,1
48,108.71,5245.44,One year,Fiber optic,0,Electronic check,1
40,55.81,2158.28,One year,Fiber optic,2,Mailed check,0
63,57.86,3663.81,Two year,DSL,2,Credit card,0
4,61.81,252.63,Month-to-month,No,2,Mailed check,1
38,74.66,2816.16,Month-to-month,DSL,1,Bank transfer,0
27,75.35,2016.04,One year,Fiber optic,3,Mailed check,0
9,69.64,583.51,One year,Fiber optic,0,Electronic check,0
16,50.6,776.48,Month-to-month,Fiber optic,2,Bank transfer,1
56,112.72,6326.84,One year,Fiber optic,2,Credit card,1
31,78.86,2430.74,Month-to-month,DSL,2,Mailed check,1
14,60.77,878.12,Month-to-month,Fiber optic,1,Bank transfer,1
25,85.12,2088.69,Month-to-month,DSL,4,Mailed check,1
34,96.8,3326.46,Two year,DSL,2,Credit card,1
67,116.07,7842.6,Month-to-month,DSL,2,Credit card,1
24,69.95,1678.58,Month-to-month,Fiber optic,0,Bank transfer,0
26,31.21,837.49,Two year,DSL,1,Credit card,0
20,64.08,1309.51,One year,DSL,2,Bank transfer,0
64,67.9,4320.31,One year,Fiber optic,1,Credit card,0
10,109.7,1125.16,Month-to-month,No,3,Electronic check,1
67,59.48,3871.74,Month-to-month,Fiber optic,0,Bank transfer,0
24,115.33,2634.65,Month-to-month,No,0,Mailed check,1
5,68.51,326.09,One year,Fiber optic,2,Bank transfer,0
67,117.38,7896.0,One year,Fiber optic,1,Credit card,1
58,20.82,1203.3,One year,Fiber optic,1,Credit card,1
27,109.88,3004.1,One year,DSL,2,Credit card,1
15,113.11,1636.59,Month-to-month,DSL,1,Mailed check,1
35,116.1,4107.72,One year,DSL,3,Mailed check,0
53,21.31,1210.75,Month-to-month,DSL,4,Credit card,0
44,37.17,1600.66,Month-to-month,Fiber optic,2,Electronic check,0
26,85.38,2258.34,Month-to-month,Fiber optic,2,Bank transfer,1
47,22.55,1060.86,One year,DSL,3,Credit card,0
34,26.36,918.36,Two year,No,0,Electronic check,0
50,42.11,2186.73,Month-to-month,Fiber optic,2,Mailed check,1
12,71.24,871.29,Month-to-month,Fiber optic,1,Credit card,1
4,74.59,336.58,Month-to-month,No,2,Bank transfer,1
48,23.43,1061.3,Two year,DSL,1,Bank transfer,0
55,37.04,2073.7,One year,Fiber optic,3,Mailed check,0
1,69.97,150.47,Two year,DSL,3,Credit card,1
66,79.39,5193.83,Two year,Fiber optic,3,Credit card,0
30,34.84,1029.05,Month-to-month,No,1,Credit card,1
3,59.88,213.96,Month-to-month,Fiber optic,5,Electronic check,1
21,110.44,2341.63,Month-to-month,DSL,4,Electronic check,1
49,119.89,5806.62,Month-to-month,DSL,1,Credit card,1
62,118.72,7368.98,Month-to-month,DSL,3,Bank transfer,1
38,108.17,4093.73,Month-to-month,Fiber optic,2,Electronic check,1
15,59.47,843.56,One year,DSL,4,Bank transfer,1
52,88.66,4678.02,Month-to-month,DSL,1,Electronic check,1
46,61.66,2836.6,Month-to-month,Fiber optic,2,Mailed check,1
25,84.85,2170.47,Month-to-month,DSL,0,Mailed check,1
21,50.94,1011.14,Month-to-month,No,0,Mailed check,1
5,80.62,432.55,One year,DSL,1,Bank transfer,1
70,72.38,5119.39,One year,DSL,0,Bank transfer,0
47,22.45,1042.95,Month-to-month,DSL,2,Credit card,0
68,99.07,6711.92,One year,No,3,Credit card,0
18,21.19,316.2,Month-to-month,Fiber optic,1,Mailed check,1
21,49.32,992.22,Month-to-month,DSL,5,Mailed check,0
23,20.59,450.99,Month-to-month,Fiber optic,4,Electronic check,0
64,57.62,3638.89,Two year,Fiber optic,0,Mailed check,1
67,26.32,1724.78,Month-to-month,DSL,5,Mailed check,1
40,111.35,4461.95,Month-to-month,Fiber optic,1,Mailed check,1
10,61.57,629.57,One year,DSL,0,Bank transfer,0
52,65.95,3483.92,Month-to-month,DSL,4,Bank transfer,0
61,54.99,3316.0,Month-to-month,Fiber optic,1,Mailed check,1
64,82.75,5297.2,Two year,DSL,3,Electronic check,1
5,98.44,471.32,Month-to-month,No,3,Electronic check,1
53,84.81,4470.76,One year,DSL,0,Credit card,0
55,94.82,5199.33,One year,Fiber optic,2,Mailed check,0
37,110.6,4082.29,One year,DSL,2,Bank transfer,1
56,106.35,5968.38,Two year,No,0,Mailed check,1
59,87.41,5140.43,One year,DSL,2,Electronic check,0
69,41.46,2922.37,One year,No,3,Bank transfer,0
59,83.77,4857.23,Two year,DSL,4,Bank transfer,0
2,70.61,193.91,Two year,Fiber optic,0,Bank transfer,0
65,91.72,5943.5,Two year,Fiber optic,1,Credit card,1
60,103.29,6188.15,One year,Fiber optic,2,Mailed check,1
51,94.27,4807.4,Month-to-month,DSL,3,Mailed check,1
30,104.66,3174.97,One year,No,3,Mailed check,1
11,26.39,246.24,Month-to-month,DSL,1,Electronic check,1
39,23.16,870.48,Month-to-month,Fiber optic,2,Bank transfer,1
63,45.85,2913.58,Month-to-month,Fiber optic,1,Bank transfer,1
64,110.07,6959.35,Two year,No,4,Electronic check,1
61,102.37,6242.61,Month-to-month,Fiber optic,2,Credit card,1
54,88.27,4726.84,One year,DSL,2,Electronic check,0
58,90.08,5173.99,Month-to-month,Fiber optic,3,Bank transfer,0
56,92.67,5107.43,Month-to-month,DSL,1,Credit card,0
34,114.26,3923.46,Month-to-month,DSL,5,Credit card,1
31,103.22,3207.73,One year,DSL,2,Bank transfer,0
52,82.34,4248.02,Two year,No,3,Electronic check,1
1,86.57,78.34,Month-to-month,No,1,Mailed check,0
55,41.37,2220.93,Month-to-month,DSL,2,Mailed check,0
22,85.73,1859.29,One year,Fiber optic,2,Mailed check,0
40,62.47,2488.8,Month-to-month,DSL,1,Electronic check,1
1,35.3,38.49,Month-to-month,DSL,1,Bank transfer,1
65,100.64,6561.22,Month-to-month,DSL,1,Electronic check,1
63,71.02,4384.26,One year,Fiber optic,1,Mailed check,1
54,117.74,6377.85,Month-to-month,No,3,Mailed check,1
42,48.17,1936.78,Month-to-month,DSL,2,Mailed check,1
21,68.07,1450.98,Two year,DSL,3,Electronic check,0
22,64.8,1414.92,One year,DSL,3,Electronic check,1
38,32.08,1273.54,Month-to-month,No,5,Mailed check,1
8,62.61,467.17,Month-to-month,DSL,4,Credit card,1
62,48.76,3061.87,Month-to-month,Fiber optic,1,Mailed check,1
47,36.03,1635.14,Month-to-month,No,2,Bank transfer,1
17,48.22,824.96,Month-to-month,DSL,2,Electronic check,0
17,43.33,634.63,Month-to-month,Fiber optic,3,Credit card,1
13,93.41,1258.45,Month-to-month,DSL,3,Credit card,1
17,23.08,478.66,Two year,No,3,Bank transfer,0
38,81.75,3071.45,Two year,DSL,0,Mailed check,1
45,96.07,4329.11,Month-to-month,No,1,Mailed check,1
6,68.07,430.63,One year,No,2,Mailed check,0
35,113.16,3882.96,Month-to-month,Fiber optic,4,Bank transfer,1
14,90.79,1233.58,One year,Fiber optic,1,Electronic check,0
61,94.79,5741.78,Month-to-month,Fiber optic,4,Electronic check,1
15,39.69,715.75,Two year,DSL,4,Bank transfer,1
54,97.73,5329.69,Two year,DSL,3,Electronic check,1
27,103.21,2775.8,Month-to-month,DSL,2,Bank transfer,1
13,56.13,768.6,One year,Fiber optic,2,Bank transfer,1
31,41.34,1291.99,One year,No,2,Credit card,1
35,58.51,2077.33,Month-to-month,No,3,Credit card,1
60,93.96,5584.97,One year,Fiber optic,2,Electronic check,0
6,61.76,439.25,One year,Fiber optic,4,Credit card,1
69,93.67,6424.51,Two year,No,4,Electronic check,0
58,31.36,1782.88,One year,No,3,Bank transfer,0
49,100.6,4958.97,Month-to-month,Fiber optic,2,Electronic check,1
23,45.32,1059.67,One year,DSL,2,Credit card,0
34,44.89,1527.52,Two year,Fiber optic,1,Electronic check,0
26,79.04,2096.97,Month-to-month,Fiber optic,2,Credit card,1
47,27.01,1211.5,Month-to-month,Fiber optic,1,Bank transfer,1
5,22.63,205.37,One year,No,3,Mailed check,0
20,46.1,897.02,Two year,No,3,Bank transfer,1
6,73.81,438.42,Month-to-month,DSL,1,Credit card,1
70,110.76,7846.31,Month-to-month,DSL,2,Electronic check,1
59,104.64,6138.5,Month-to-month,DSL,2,Credit card,1
64,69.04,4470.01,One year,DSL,3,Credit card,1
18,23.71,415.98,Two year,DSL,7,Mailed check,1
4,73.53,252.01,Month-to-month,No,0,Electronic check,1
17,90.48,1518.97,Month-to-month,Fiber optic,5,Credit card,1
14,53.92,783.14,Two year,Fiber optic,3,Bank transfer,0
13,31.11,455.1,Month-to-month,DSL,0,Bank transfer,1
7,47.86,346.28,Two year,Fiber optic,1,Credit card,1
44,97.16,4195.09,Month-to-month,No,1,Credit card,1
15,55.12,858.64,Month-to-month,Fiber optic,1,Credit card,1
19,101.2,1915.66,Month-to-month,DSL,3,Credit card,1
63,51.95,3217.86,One year,No,1,Bank transfer,1
35,36.36,1289.76,Two year,DSL,1,Mailed check,1
35,63.58,2282.16,Two year,Fiber optic,2,Credit card,0
19,65.23,1239.66,One year,DSL,4,Electronic check,1
20,21.61,478.38,Month-to-month,Fiber optic,2,Mailed check,1
35,31.7,1132.78,Month-to-month,DSL,2,Bank transfer,1
32,38.49,1255.53,Month-to-month,Fiber optic,1,Credit card,1
48,31.36,1489.94,Two year,Fiber optic,4,Credit card,0
44,54.15,2423.65,Month-to-month,DSL,3,Credit card,0
24,116.46,2840.8,Two year,No,1,Credit card,0
61,70.92,4365.89,Two year,DSL,2,Electronic check,0
17,82.76,1391.16,Month-to-month,No,0,Credit card,1
71,55.64,3999.6,Two year,DSL,1,Bank transfer,1
50,52.35,2636.75,Two year,Fiber optic,0,Electronic check,0
65,22.31,1401.84,One year,Fiber optic,4,Mailed check,0
32,70.03,2221.99,One year,DSL,0,Mailed check,0
36,68.36,2434.47,One year,DSL,3,Mailed check,1
13,35.78,365.79,Month-to-month,Fiber optic,3,Credit card,1
70,96.43,6800.44,One year,No,4,Mailed check,1
58,69.27,4172.57,Month-to-month,No,1,Electronic check,1
14,53.9,815.01,Month-to-month,DSL,0,Electronic check,1
37,34.69,1291.71,Two year,DSL,3,Mailed check,1
68,75.22,5088.9,One year,Fiber optic,1,Mailed check,1
40,95.28,3765.01,Month-to-month,Fiber optic,2,Electronic check,1
59,48.2,2851.33,Month-to-month,No,2,Bank transfer,1
16,41.88,718.49,Two year,DSL,3,Mailed check,0
62,72.19,4442.27,Two year,Fiber optic,1,Electronic check,1
4,35.53,270.35,Month-to-month,Fiber optic,1,Mailed check,1
45,86.66,3830.56,Two year,DSL,4,Electronic check,1
28,80.53,2266.19,Month-to-month,Fiber optic,1,Credit card,1
66,28.71,1898.26,One year,DSL,1,Mailed check,0
31,23.65,733.54,One year,Fiber optic,2,Mailed check,1
3,82.03,217.64,Two year,Fiber optic,5,Bank transfer,0
8,49.43,399.56,Two year,DSL,1,Bank transfer,0
24,28.64,664.98,Month-to-month,DSL,3,Bank transfer,1
15,95.94,1503.54,One year,No,5,Bank transfer,1
43,51.4,2291.43,Month-to-month,No,1,Mailed check,1
31,65.96,2025.33,Month-to-month,No,1,Mailed check,0
45,43.68,1883.41,Month-to-month,No,2,Bank transfer,0
66,82.73,5476.18,Month-to-month,DSL,5,Bank transfer,1
8,50.15,415.27,Month-to-month,DSL,1,Mailed check,1
71,116.8,8298.21,Month-to-month,DSL,4,Credit card,1
57,90.29,5173.45,One year,No,1,Electronic check,1
30,33.67,1079.24,One year,Fiber optic,0,Bank transfer,0
18,61.67,1151.7,Month-to-month,Fiber optic,0,Electronic check,1
69,58.54,4065.98,Two year,No,2,Credit card,0
39,73.42,2901.26,Month-to-month,Fiber optic,1,Credit card,1
60,104.19,6264.16,Month-to-month,DSL,2,Credit card,0
43,78.34,3321.44,Month-to-month,DSL,3,Mailed check,0
45,26.16,1249.53,Month-to-month,DSL,2,Electronic check,0
23,85.54,1972.59,Month-to-month,DSL,1,Credit card,1
69,20.83,1389.73,Two year,DSL,5,Bank transfer,1
6,98.0,531.58,Month-to-month,Fiber optic,3,Credit card,1
56,86.66,4807.27,Month-to-month,DSL,0,Bank transfer,0
4,50.88,141.88,Month-to-month,Fiber optic,1,Bank transfer,0
23,49.24,1166.06,Two year,Fiber optic,2,Credit card,0
6,99.83,590.21,Month-to-month,No,2,Bank transfer,1
32,98.33,3185.48,Two year,Fiber optic,2,Bank transfer,1
18,55.23,1052.62,Month-to-month,No,3,Mailed check,1
15,49.89,793.96,Month-to-month,DSL,1,Electronic check,1
40,75.98,3071.0,Month-to-month,DSL,0,Mailed check,0
6,20.84,139.4,One year,Fiber optic,3,Mailed check,0
63,28.27,1771.28,One year,DSL,1,Mailed check,0
67,32.62,2179.15,Month-to-month,Fiber optic,1,Electronic check,1
11,38.54,453.17,Month-to-month,DSL,1,Electronic check,0
43,71.2,3013.61,Month-to-month,Fiber optic,3,Credit card,1
17,119.22,2024.12,Month-to-month,No,2,Mailed check,1
4,85.26,303.9,Month-to-month,DSL,5,Electronic check,1
63,26.13,1704.83,Two year,No,4,Credit card,0
68,72.56,4969.79,One year,DSL,4,Mailed check,1
41,69.66,2963.12,Month-to-month,DSL,3,Mailed check,1
5,34.42,134.2,Two year,Fiber optic,2,Bank transfer,0
32,112.03,3552.35,Two year,No,2,Electronic check,1
70,64.08,4488.23,Month-to-month,Fiber optic,5,Bank transfer,1
35,119.46,4144.68,Month-to-month,Fiber optic,3,Mailed check,1
22,62.01,1391.04,Two year,DSL,0,Mailed check,0
65,80.8,5249.18,One year,DSL,1,Mailed check,0
22,30.48,646.05,Month-to-month,DSL,1,Credit card,0
11,65.42,774.03,One year,DSL,2,Bank transfer,0
3,43.88,39.15,Month-to-month,No,2,Bank transfer,1
9,103.56,959.11,Two year,No,1,Mailed check,0
60,98.39,5875.96,Month-to-month,DSL,1,Bank transfer,1
14,102.42,1474.69,One year,Fiber optic,2,Mailed check,1
18,92.36,1715.31,Month-to-month,Fiber optic,2,Mailed check,0
23,103.27,2261.35,Month-to-month,DSL,2,Bank transfer,1
47,40.08,1873.31,Month-to-month,DSL,5,Electronic check,1
69,65.2,4502.01,Month-to-month,Fiber optic,4,Mailed check,1
47,89.18,4073.79,One year,Fiber optic,4,Mailed check,0
30,83.74,2523.57,Month-to-month,DSL,0,Bank transfer,0
25,91.64,2264.48,Month-to-month,No,1,Bank transfer,0
28,42.43,1127.64,Month-to-month,Fiber optic,2,Bank transfer,0
25,29.84,713.56,One year,DSL,0,Mailed check,0
58,111.68,6436.31,Month-to-month,DSL,2,Electronic check,1
41,76.02,3088.16,Month-to-month,Fiber optic,2,Electronic check,1
25,35.38,893.82,Two year,Fiber optic,2,Electronic check,0
48,99.34,4817.56,Month-to-month,Fiber optic,2,Mailed check,1
10,111.49,1111.04,Two year,DSL,2,Bank transfer,0
11,36.96,461.66,Month-to-month,DSL,0,Electronic check,1
21,101.74,2084.27,One year,DSL,4,Electronic check,0
45,113.32,5107.16,Month-to-month,DSL,9,Electronic check,1
7,113.84,902.18,One year,Fiber optic,3,Mailed check,1
64,111.42,7051.07,Month-to-month,DSL,0,Bank transfer,1
64,74.64,4695.66,Month-to-month,DSL,4,Credit card,1
2,55.62,175.24,Month-to-month,DSL,0,Bank transfer,1
42,20.73,881.57,One year,Fiber optic,2,Bank transfer,0
54,26.09,1378.85,Two year,Fiber optic,1,Bank transfer,0
16,62.88,949.66,Month-to-month,No,5,Electronic check,1
18,59.93,1076.99,Month-to-month,No,1,Bank transfer,1
59,38.47,2276.49,One year,Fiber optic,1,Electronic check,0
16,59.55,959.69,Two year,DSL,4,Mailed check,0
6,37.47,167.82,One year,Fiber optic,3,Credit card,1
57,104.88,5961.26,Two year,DSL,2,Mailed check,0
47,49.82,2313.11,Month-to-month,Fiber optic,2,Mailed check,0
48,79.86,3865.43,Month-to-month,Fiber optic,0,Credit card,1
42,70.28,2897.92,Month-to-month,Fiber optic,3,Bank transfer,1
60,25.19,1515.09,One year,DSL,0,Bank transfer,0
4,114.22,588.6,Month-to-month,No,2,Electronic check,1
2,72.72,88.01,Month-to-month,Fiber optic,0,Bank transfer,1
59,52.51,3060.48,Month-to-month,Fiber optic,0,Credit card,0
27,35.81,962.25,Month-to-month,DSL,1,Mailed check,0
27,53.85,1306.91,Month-to-month,DSL,2,Bank transfer,1
7,22.05,83.02,Month-to-month,DSL,3,Electronic check,0
63,56.36,3565.95,Two year,DSL,1,Mailed check,1
46,73.15,3356.05,Month-to-month,Fiber optic,1,Mailed check,0
63,107.19,6805.49,Month-to-month,No,1,Electronic check,1
12,88.74,1052.94,One year,DSL,0,Mailed check,1
13,31.16,388.75,Two year,Fiber optic,1,Electronic check,1
43,34.77,1460.17,One year,DSL,1,Electronic check,0
17,62.81,1050.67,Month-to-month,DSL,1,Credit card,0
63,39.57,2432.38,Two year,No,3,Credit card,0
36,22.78,812.89,Month-to-month,Fiber optic,1,Bank transfer,1
8,100.5,755.45,Month-to-month,Fiber optic,1,Credit card,0
69,21.95,1454.17,One year,DSL,2,Mailed check,0
36,103.07,3678.51,One year,DSL,1,Bank transfer,1
28,34.41,986.05,Month-to-month,DSL,4,Bank transfer,0
47,117.47,5528.1,Two year,DSL,1,Electronic check,0
30,80.39,2445.0,One year,DSL,4,Credit card,1
23,93.5,2104.3,Two year,Fiber optic,5,Electronic check,0
16,31.05,496.11,Month-to-month,DSL,3,Bank transfer,1
14,106.21,1572.04,Month-to-month,DSL,1,Electronic check,0
71,103.92,7448.14,Month-to-month,Fiber optic,3,Mailed check,1
52,85.3,4371.83,Month-to-month,No,1,Mailed check,0
37,70.23,2548.0,Month-to-month,No,4,Bank transfer,1
29,92.15,2757.19,One year,No,1,Mailed check,0
67,20.59,1402.3,One year,DSL,4,Credit card,1
15,79.24,1179.12,Month-to-month,DSL,2,Bank transfer,1
47,104.74,4907.69,Month-to-month,No,2,Credit card,1
46,55.69,2573.11,Month-to-month,No,3,Mailed check,1
52,30.83,1615.1,Two year,Fiber optic,3,Electronic check,0
19,62.09,1153.01,Month-to-month,DSL,1,Credit card,1
21,92.71,1938.76,One year,DSL,3,Credit card,1
64,30.73,1938.32,One year,No,4,Mailed check,0
37,40.6,1510.82,Month-to-month,DSL,0,Credit card,0
27,34.76,901.51,Month-to-month,Fiber optic,3,Credit card,1
55,99.69,5419.83,Month-to-month,No,0,Electronic check,1
29,26.29,836.16,One year,Fiber optic,3,Bank transfer,0
20,88.66,1769.69,One year,DSL,3,Mailed check,0
25,56.65,1501.0,One year,DSL,0,Electronic check,0
70,95.58,6593.92,One year,DSL,1,Electronic check,0
63,116.44,7263.14,Month-to-month,Fiber optic,3,Bank transfer,0
